customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,AvgMonthlySpend,ChargeRatio
9313-QOLTZ,Male,No,No,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,518.3,No,25-48 months,0,19.934615384615384,1.048427551611036
9651-GTSAQ,Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,49-72 months,5,108.86320754716981,0.974617617747736
3186-BAXNB,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,0-12 months,3,91.7,1.0
4672-FOTSD,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,0-12 months,3,69.35833333333333,0.969602306860507
0637-YLETY,Female,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,13-24 months,3,97.228125,0.9832545881142929
9818-XQCUV,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,45.3,No,0-12 months,0,22.65,0.8984547461368655
7338-ERIVA,Male,No,No,Yes,39,No,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No,25-48 months,3,45.91282051282051,0.9812074165084329
1157-BQCUW,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,0-12 months,0,74.95,1.0
8259-NFJTV,Female,No,Yes,Yes,7,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,0-12 months,2,35.22857142857143,0.9835766423357664
3223-DWFIO,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,0-12 months,0,65.4125,1.0601949168736862
2660-EMUBI,Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,0-12 months,2,89.83500000000001,1.0613903267100795
6968-GMKPR,Female,No,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No,49-72 months,2,81.99090909090908,0.9946224636877703
4751-ERMAN,Male,No,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No,49-72 months,4,76.11458333333333,0.9906117421650473
1436-ZMJAN,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,0-12 months,3,65.315,1.038046390568782
3292-PBZEJ,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No,0-12 months,5,107.55,1.0357973035797305
0799-DDIHE,Female,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No,13-24 months,0,42.63,1.0860896082570959
3070-FNFZQ,Female,No,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.4,478.75,No,13-24 months,0,20.815217391304348,0.9800522193211487
2812-SFXMJ,Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,No,0-12 months,0,20.05,1.0
7675-OZCZG,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes,0-12 months,0,42.36666666666667,1.0621557828481512
5014-WUQMG,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,25-48 months,4,93.43510638297872,1.0285213312231722
5312-TSZVC,Female,No,No,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,270.6,No,13-24 months,0,18.040000000000003,1.0892461197339243
2003-CKLOR,Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes,49-72 months,4,101.67424242424242,0.9786156024141272
0993-OSGPT,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,49-72 months,3,58.46911764705882,1.0372997308785432
9254-RBFON,Female,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,13-24 months,4,100.29117647058824,0.9831373354057302
1205-WNWPJ,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,0-12 months,2,59.42142857142857,1.0013222743118164
9391-EOYLI,Male,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,0-12 months,1,79.18333333333334,1.0159966322879395
7108-DGVUU,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No,13-24 months,3,71.28809523809524,1.0057780301259143
2782-JEEBU,Male,No,No,No,21,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,No,13-24 months,2,37.15,0.9690444145356663
5127-BZENZ,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,No,49-72 months,2,62.71696428571429,1.039591133636092
2720-FVBQP,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No,0-12 months,0,45.541666666666664,1.0748398902104301
9906-NHHVC,Female,Yes,No,No,65,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No,49-72 months,4,54.121538461538464,0.9885158759487194
4522-XRWWI,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No,25-48 months,4,80.37857142857143,1.0008886519150448
3766-EJLFL,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No,49-72 months,5,110.41985294117647,0.9875941426773478
5939-SXWHM,Male,No,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.3,1245.05,No,25-48 months,0,25.938541666666666,1.0139351833259709
8152-UOBNY,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,No,49-72 months,4,106.959,0.9985134490786188
7351-KYHQH,Female,Yes,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,No,0-12 months,3,70.52142857142857,0.9209966575508964
7643-RCHXS,Female,No,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.35,1263.85,No,49-72 months,0,20.06111111111111,0.9645527554693992
8246-SHFGA,Male,No,No,No,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.1,385.55,No,13-24 months,0,22.679411764705883,0.9303592270782001
8387-MOJJT,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Yes,25-48 months,1,80.57142857142857,0.9674645390070923
0620-XEFWH,Male,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.85,84.2,No,0-12 months,0,21.05,0.8954869358669834
6485-QXWWE,Female,No,No,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.0,1638.7,No,49-72 months,0,26.43064516129032,0.9837065966925002
2761-OCIAX,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,0-12 months,1,82.7,0.9032648125755743
7321-VGNKU,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,No,0-12 months,0,60.125,1.17006237006237
5327-CNLUQ,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No,25-48 months,4,93.19687499999999,1.0397344331556182
7552-KEYGT,Male,No,Yes,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.55,520.55,No,25-48 months,0,19.27962962962963,1.0140236288540967
5816-JMLGY,Female,No,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No,49-72 months,5,81.68357142857144,0.9842860515753298
3068-OMWZA,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,0-12 months,2,88.8,1.0
2927-QRRQV,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,No,25-48 months,3,93.75,1.0096
6032-KRXXO,Male,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,25-48 months,2,91.845,0.9826337851815559
7459-RRWQZ,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,13-24 months,2,66.30333333333333,0.9750640993414108
6265-SXWBU,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No,49-72 months,3,94.3659420289855,1.014666922633903
7941-RCJOW,Male,No,No,No,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.55,1218.65,No,49-72 months,0,18.74846153846154,1.0427522258236572
6374-NTQLP,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No,49-72 months,5,103.44027777777778,1.0063778079138526
4154-AQUGT,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes,13-24 months,3,89.94999999999999,0.9899944413563092
2387-KDZQY,Male,No,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.1,279.5,No,13-24 months,0,16.441176470588236,1.2225402504472274
3584-WKTTW,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No,49-72 months,5,112.16372549019609,0.9945283068343719
3399-BMLVW,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No,49-72 months,3,61.20490196078431,0.9884829165932499
1971-DTCZB,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No,49-72 months,6,89.84166666666667,1.0123365179482422
3092-IGHWF,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Yes,49-72 months,2,88.34029850746269,0.989355950530513
3374-PZLXD,Male,No,No,No,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,675.6,No,25-48 months,0,19.870588235294118,0.9914150384843102
3813-DHBBB,Male,No,Yes,No,67,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No,49-72 months,4,52.56268656716418,0.9693187949001904
2812-REYAT,Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.05,923.1,No,49-72 months,0,18.838775510204083,1.0642942259776837
6518-PPLMZ,Male,No,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.4,1110.35,No,49-72 months,0,20.95,0.9260143198090692
4939-KYYPY,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,No,25-48 months,2,59.69074074074074,0.9959668662550802
8017-LXHFA,Female,Yes,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,13-24 months,3,99.72173913043478,0.9501438786187653
5930-GBIWP,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,No,49-72 months,5,80.48188405797102,1.0126502498536893
6022-KOUQO,Female,No,Yes,Yes,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No,0-12 months,1,22.375,1.2983240223463688
6352-TWCAU,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes,25-48 months,1,86.54571428571428,0.9988940609421941
2361-UPSND,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,No,25-48 months,4,70.24021739130436,1.0051221739063152
6035-RIIOM,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No,49-72 months,3,94.9898148148148,1.0232676017896656
2929-QNSRW,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Yes,49-72 months,3,98.36339285714287,0.9988472046983216
1262-OPMFY,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,0-12 months,1,72.87777777777778,1.0394114956548255
9504-DSHWM,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No,13-24 months,2,59.56,0.9939556749496307
5035-BVCXS,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0-12 months,1,78.76363636363637,0.9636426592797784
6267-DCFFZ,Female,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,No,25-48 months,2,87.57333333333332,1.0282810596833132
3533-UVMOM,Male,No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,No,49-72 months,4,69.72720588235293,1.0175368294509066
2439-LYPMQ,Male,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No,25-48 months,4,105.50526315789473,0.9724633343310386
4248-QPAVC,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,13-24 months,2,86.08529411764707,0.9914585397519559
1899-VXWXM,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes,25-48 months,4,105.89166666666667,1.001967419532541
1478-VPOAD,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No,0-12 months,0,43.8,1.0
9995-HOTOH,Male,No,Yes,Yes,63,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,No,49-72 months,5,58.85079365079365,1.002535332829863
2988-PLAHS,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,No,0-12 months,3,73.48333333333333,0.9519165343615332
1371-OJCEK,Female,No,No,No,48,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.35,1133.7,No,25-48 months,0,23.618750000000002,1.030960571579783
4999-IEZLT,Male,No,No,No,66,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,No,49-72 months,1,30.047727272727276,0.9801074048861659
8883-ANODQ,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,No,49-72 months,2,84.51102941176471,0.9986862139470135
4690-LLKUA,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,13-24 months,0,45.32941176470588,0.9938359719698936
2351-RRBUE,Female,No,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.65,134.05,No,0-12 months,0,19.150000000000002,1.0783289817232373
5980-BDHPY,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,49-72 months,6,86.52916666666667,1.0065970048634854
1498-DQNRX,Female,No,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,573.05,No,25-48 months,0,19.760344827586206,1.004537125905244
9469-WEJBT,Male,No,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,No,25-48 months,3,92.41351351351352,0.9776708683063784
3331-HQDTW,Female,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes,25-48 months,5,105.50735294117646,1.0406857620740122
9490-DFPMD,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,25-48 months,1,84.31785714285714,1.0039391757380662
2581-VKIRT,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,No,49-72 months,3,64.42881355932204,1.016625891142504
5442-XSDCW,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,0-12 months,1,78.95454545454545,1.0069084628670122
7426-WEIJX,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,No,49-72 months,1,80.985,0.9995678212014572
2851-MMUTZ,Female,No,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No,25-48 months,2,53.30925925925926,1.0532879424740333
3049-NDXFL,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,0-12 months,1,85.8,1.0
8580-AECUZ,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,0-12 months,1,79.1,1.0
3307-TLCUD,Male,No,Yes,No,17,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,No,13-24 months,2,34.86764705882353,0.9865879375790805
6625-FLENO,Male,No,Yes,No,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1185.95,No,49-72 months,0,20.44741379310345,1.0147982629959102
2967-MXRAV,Male,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,18.8,18.8,No,0-12 months,0,18.8,1.0
7963-GQRMY,Female,No,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,Yes,0-12 months,0,44.833333333333336,0.9881040892193308
8189-HBVRW,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,No,49-72 months,3,92.85283018867923,0.9778915711615054
4163-KIUHY,Male,No,No,No,35,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.6,901.25,No,25-48 months,0,25.75,0.9941747572815535
1228-FZFRV,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes,49-72 months,4,106.836,0.9917069152720057
3500-NSDOA,Male,No,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,No,49-72 months,3,71.46985294117647,0.9906274755913126
1171-TYKUR,Male,No,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.4,1139.2,No,25-48 months,0,24.238297872340425,1.0479283707865168
3761-FLYZI,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,No,49-72 months,4,108.96076923076923,0.9985245218815523
2058-DCJBE,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,Yes,0-12 months,0,64.92,1.0743992606284658
5364-XYIRR,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,49-72 months,2,94.36764705882354,1.0029920523609164
4829-AUOAX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,25-48 months,2,95.6413043478261,1.0042732128650982
1219-NNDDO,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,No,0-12 months,0,73.72777777777777,1.0423479767915003
8388-DMKAE,Female,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.25,174.65,No,0-12 months,0,21.83125,0.9275694245634125
4403-BWPAY,Male,No,No,No,14,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.8,321.7,No,13-24 months,0,22.978571428571428,1.0792663972645322
9659-QEQSY,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,No,25-48 months,6,113.9,1.0153643546971027
5405-ZMYXQ,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,No,0-12 months,0,68.6125,1.0872654399708508
5047-LHVLY,Male,Yes,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,Yes,0-12 months,1,50.15,1.0
1442-OKRJE,Male,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,No,49-72 months,5,106.53484848484848,0.9682277814913317
4737-AQCPU,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,5016.65,No,49-72 months,4,69.67569444444445,1.0347941355286894
9158-VCTQB,Female,No,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,25-48 months,6,112.07195121951219,1.0136345335640213
2808-CHTDM,Female,No,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,611.45,No,13-24 months,0,26.584782608695654,0.944149153651157
6311-UEUME,Female,No,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes,25-48 months,1,82.21206896551725,0.9597131052995826
0793-TWELN,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,No,0-12 months,1,79.9625,1.0023448491480382
3283-WCWXT,Male,No,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.4,153.3,No,0-12 months,0,25.55,0.9941291585127201
1060-ENTOF,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,No,49-72 months,5,105.0089552238806,1.0037239183580646
0999-QXNSA,Male,Yes,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,No,0-12 months,0,49.17142857142857,0.9304183614177803
5451-MHQOF,Male,No,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.45,1431.65,No,49-72 months,0,25.56517857142857,0.9563790032480005
4836-WNFNO,Female,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.0,1849.2,No,49-72 months,0,25.683333333333334,0.9733939000648929
9225-BZLNZ,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.1,No,49-72 months,5,84.48750000000001,1.0090250036987718
0354-VXMJC,Male,No,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,426.65,No,13-24 months,0,18.55,1.0566037735849056
4422-QVIJA,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,No,25-48 months,0,47.29571428571428,1.0603497749720603
9365-SRSZE,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,No,25-48 months,0,71.9962962962963,0.9799115180822059
6839-ITVZJ,Female,No,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,1616.15,Yes,25-48 months,2,62.159615384615385,0.9660613185657271
8332-OSJDW,Male,No,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,26.4,314.95,No,0-12 months,0,26.245833333333334,1.0058739482457533
4735-BJKOU,Female,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,804.85,No,25-48 months,0,20.12125,1.0014288376716158
0274-JKUJR,Male,No,Yes,Yes,7,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,No,0-12 months,5,66.52857142857142,0.8845823491518146
5740-YHGTW,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,49-72 months,3,95.27214285714285,1.0239089525494636
